"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0W170","2020-02-28 04:00:00","42.000","12.000","6.300","12.200","0.860","1014.800","","0.000","-99.000","-99.000","-99.000","12.300","","12.100",""
"C0Z150","2020-02-28 04:00:00","27.000","226.000","3.000","17.800","0.980","1016.600","","0.000","-99.000","-99.000","-99.000","19.100","","17.800",""
"C0S840","2020-02-28 04:00:00","22.000","49.000","2.600","22.200","0.810","1017.900","","0.000","-99.000","-99.000","-99.000","22.700","","22.000",""
"C0H9A0","2020-02-28 04:00:00","1595.000","299.000","0.800","11.100","0.760","848.700","","0.000","-99.000","-99.000","-99.000","12.300","","11.000",""
"C0Z300","2020-02-28 04:00:00","182.000","156.000","0.300","16.500","0.990","999.800","","0.000","-99.000","-99.000","-99.000","17.800","","16.500",""
"C0G730","2020-02-28 04:00:00","27.000","89.000","1.200","17.900","0.960","1015.200","","0.000","-99.000","-99.000","-99.000","17.900","","17.600",""
"C0V730","2020-02-28 04:00:00","33.000","355.000","1.900","20.100","0.990","1014.200","","0.000","-99.000","-99.000","-99.000","22.200","","20.100",""
"C0SA00","2020-02-28 04:00:00","466.000","295.000","1.700","16.300","1.000","965.800","","0.000","-99.000","-99.000","-99.000","17.400","","16.300",""
"C0S900","2020-02-28 04:00:00","27.000","37.000","2.100","23.100","0.790","1016.000","","0.000","7.700","111.000","","23.100","","22.700",""
"C0C480","2020-02-28 04:00:00","105.000","117.000","0.400","19.200","0.870","1005.200","","0.000","-99.000","-99.000","-99.000","19.500","","18.900",""
"C0V720","2020-02-28 04:00:00","15.000","53.000","0.500","21.600","0.850","1015.800","","0.000","-99.000","-99.000","-99.000","23.200","","21.600",""
"C0UA60","2020-02-28 04:00:00","566.000","72.000","0.600","16.000","0.990","954.100","","1.000","-99.000","-99.000","-99.000","16.200","","15.700",""
"C0A980","2020-02-28 04:00:00","11.000","107.000","1.400","21.100","0.780","1017.300","","0.000","-99.000","-99.000","-99.000","21.100","","20.600",""
"C0C670","2020-02-28 04:00:00","250.000","0.000","0.000","17.500","0.910","989.400","","0.000","-99.000","-99.000","-99.000","17.700","","17.400",""
"C0K550","2020-02-28 04:00:00","15.000","0.000","0.000","17.800","0.900","1016.200","","0.000","-99.000","-99.000","-99.000","18.800","","17.800",""
"C0R350","2020-02-28 04:00:00","35.000","52.000","3.700","22.300","0.840","1013.900","","0.000","-99.000","-99.000","-99.000","22.500","","22.000",""
"C0T9F0","2020-02-28 04:00:00","251.000","336.000","0.400","17.400","0.880","990.300","","0.000","-99.000","-99.000","-99.000","18.000","","17.100",""
"C0D390","2020-02-28 04:00:00","146.000","0.000","0.000","16.900","0.880","999.800","","0.000","-99.000","-99.000","-99.000","17.100","","16.700",""
"C0E430","2020-02-28 04:00:00","258.000","0.000","0.000","13.800","0.940","991.800","","0.000","-99.000","-99.000","-99.000","15.600","","13.800",""
"C0O990","2020-02-28 04:00:00","18.000","16.000","0.900","18.800","0.990","1015.100","","0.000","-99.000","-99.000","-99.000","20.100","","18.800",""
"CM0010","2020-02-28 04:00:00","68.000","61.000","0.300","19.300","0.860","1010.600","","0.000","-99.000","-99.000","-99.000","19.300","","18.700",""
"C0K500","2020-02-28 04:00:00","12.000","43.000","0.800","17.900","0.970","1015.100","","0.000","-99.000","-99.000","-99.000","18.500","","17.900",""
"C0X260","2020-02-28 04:00:00","39.000","72.000","0.500","18.200","0.930","1013.400","","0.000","-99.000","-99.000","-99.000","18.600","","18.200",""
"C0ACA0","2020-02-28 04:00:00","25.000","60.000","1.600","20.300","0.890","1013.900","","0.000","-99.000","-99.000","-99.000","20.300","","19.600",""
"C0X180","2020-02-28 04:00:00","62.000","0.000","0.100","18.400","0.990","1009.800","","0.000","-99.000","-99.000","-99.000","19.500","","18.400",""
"C0F930","2020-02-28 04:00:00","100.000","70.000","0.500","17.800","0.940","1005.500","","0.000","-99.000","-99.000","-99.000","18.100","","17.300",""
"C0I010","2020-02-28 04:00:00","1562.000","95.000","0.800","12.700","0.610","851.100","","0.000","-99.000","-99.000","-99.000","13.200","","12.200",""
"C0E420","2020-02-28 04:00:00","19.000","21.000","0.300","18.500","0.870","1014.000","","0.000","-99.000","-99.000","-99.000","18.500","","18.200",""
"C0W160","2020-02-28 04:00:00","49.000","38.000","14.700","13.700","0.820","1010.100","","0.000","-99.000","-99.000","-99.000","13.700","","13.300",""
"C0I460","2020-02-28 04:00:00","110.000","196.000","0.900","18.700","0.910","1005.000","","0.000","-99.000","-99.000","-99.000","19.100","","18.200",""
"C0A9F0","2020-02-28 04:00:00","35.000","90.000","1.400","20.600","0.890","1014.400","","0.000","-99.000","-99.000","-99.000","20.600","","19.600",""
"C0F9A0","2020-02-28 04:00:00","425.000","340.000","0.500","17.700","0.990","968.800","","0.000","-99.000","-99.000","-99.000","17.700","","16.700",""
"C0O950","2020-02-28 04:00:00","4.000","0.000","0.000","18.700","0.930","1016.200","","0.000","-99.000","-99.000","-99.000","19.900","","18.700",""
"C0M760","2020-02-28 04:00:00","40.000","85.000","0.300","18.600","0.890","1013.000","","0.000","-99.000","-99.000","-99.000","19.000","","18.600",""
"C0AH70","2020-02-28 04:00:00","34.000","74.000","1.600","20.300","0.800","1014.300","","0.000","-99.000","-99.000","-99.000","20.300","","19.500",""
"C0V250","2020-02-28 04:00:00","298.000","99.000","0.700","18.500","0.990","982.600","","0.000","-99.000","-99.000","-99.000","20.900","","18.500",""
"C0U980","2020-02-28 04:00:00","573.000","136.000","2.200","16.600","1.000","954.400","","2.500","-99.000","-99.000","-99.000","16.600","","15.900",""
"C0S740","2020-02-28 04:00:00","289.000","0.000","0.000","15.700","0.980","987.600","","0.000","-99.000","-99.000","-99.000","17.700","","15.700",""
"C0A940","2020-02-28 04:00:00","49.000","0.000","0.000","18.500","0.990","1013.200","","1.500","-99.000","-99.000","-99.000","18.600","","18.100",""
"C0A920","2020-02-28 04:00:00","196.000","95.000","2.400","18.400","0.980","994.600","","4.000","9.900","91.000","","18.400","","17.700",""
"C0T870","2020-02-28 04:00:00","135.000","270.000","0.300","14.600","0.990","1003.500","","0.000","-99.000","-99.000","-99.000","15.800","","14.500",""
"C0O930","2020-02-28 04:00:00","69.000","0.000","0.000","17.900","1.000","1010.500","","0.000","-99.000","-99.000","-99.000","20.200","","17.900",""
"C0AI40","2020-02-28 04:00:00","37.000","102.000","2.400","21.600","0.750","1013.800","","0.000","-99.000","-99.000","-99.000","21.600","","20.900",""
"C0C460","2020-02-28 04:00:00","482.000","294.000","0.300","15.000","0.920","963.600","","0.000","-99.000","-99.000","-99.000","18.800","","14.700",""
"C0E520","2020-02-28 04:00:00","320.000","0.000","0.100","15.600","1.000","982.000","","0.000","-99.000","-99.000","-99.000","16.600","","15.600",""
"C0T9D0","2020-02-28 04:00:00","7.000","0.000","0.000","18.200","0.990","1018.800","","0.000","-99.000","-99.000","-99.000","19.000","","18.100",""
"C0I390","2020-02-28 04:00:00","1184.000","94.000","1.700","11.400","0.840","889.300","","0.000","-99.000","-99.000","-99.000","14.500","","11.400",""
"C0B020","2020-02-28 04:00:00","86.000","86.000","6.800","19.200","0.950","1006.700","","0.000","-99.000","-99.000","-99.000","20.000","","18.900",""
"CM0170","2020-02-28 04:00:00","106.000","99.000","2.500","17.800","0.990","1006.400","","0.000","-99.000","-99.000","-99.000","18.100","","17.300",""
"C0F860","2020-02-28 04:00:00","2215.000","0.000","0.000","6.100","0.840","783.200","","0.000","-99.000","-99.000","-99.000","6.800","","5.800",""
"C0U890","2020-02-28 04:00:00","116.000","0.000","0.000","18.100","0.990","1006.300","","0.000","-99.000","-99.000","-99.000","18.200","","17.700",""
"C0G800","2020-02-28 04:00:00","15.000","37.000","0.700","18.200","0.980","1015.600","","0.000","-99.000","-99.000","-99.000","18.600","","17.900",""
"C0F850","2020-02-28 04:00:00","379.000","0.000","0.100","15.300","0.960","973.800","","0.000","-99.000","-99.000","-99.000","16.500","","15.300",""
"C0AH50","2020-02-28 04:00:00","275.000","65.000","2.800","18.800","0.920","985.800","","0.000","-99.000","-99.000","-99.000","18.800","","18.000",""
"C0Z160","2020-02-28 04:00:00","124.000","212.000","0.600","16.500","0.950","1006.000","","0.000","-99.000","-99.000","-99.000","18.400","","16.500",""
"C0R540","2020-02-28 04:00:00","17.000","27.000","1.300","20.500","0.960","1015.200","","0.000","-99.000","-99.000","-99.000","21.500","","20.300",""
"C0K480","2020-02-28 04:00:00","56.000","94.000","0.600","18.300","0.990","1010.800","","0.000","-99.000","-99.000","-99.000","18.400","","17.700",""
"C0H890","2020-02-28 04:00:00","440.000","0.000","0.000","15.700","0.930","967.000","","0.000","-99.000","-99.000","-99.000","17.100","","15.700",""
"C0S770","2020-02-28 04:00:00","375.000","95.000","0.600","18.500","0.910","976.000","","0.000","-99.000","-99.000","-99.000","19.100","","18.400",""
"C0X230","2020-02-28 04:00:00","29.000","11.000","0.800","17.800","0.900","1015.500","","0.000","-99.000","-99.000","-99.000","18.500","","17.800",""
"C0B010","2020-02-28 04:00:00","38.000","105.000","1.100","19.200","1.000","1011.600","","1.000","-99.000","-99.000","-99.000","19.200","","18.700",""
"C0R490","2020-02-28 04:00:00","49.000","33.000","0.800","20.600","0.910","1011.100","","0.000","-99.000","-99.000","-99.000","21.800","","20.600",""
"C0V440","2020-02-28 04:00:00","27.000","352.000","2.100","19.600","0.850","1013.800","","0.000","-99.000","-99.000","-99.000","21.300","","19.600",""
"C0SA40","2020-02-28 04:00:00","200.000","0.000","0.000","17.500","0.920","997.000","","0.000","-99.000","-99.000","-99.000","18.900","","17.500",""
"C0Z280","2020-02-28 04:00:00","224.000","235.000","0.300","17.000","0.990","995.200","","0.000","-99.000","-99.000","-99.000","17.500","","16.900",""
"C0Z070","2020-02-28 04:00:00","247.000","0.000","0.000","16.800","0.990","990.700","","0.000","-99.000","-99.000","-99.000","17.600","","16.600",""
"CM0180","2020-02-28 04:00:00","313.000","51.000","0.300","18.100","0.910","982.300","","0.000","-99.000","-99.000","-99.000","19.900","","18.100",""
"C0T9N0","2020-02-28 04:00:00","261.000","61.000","0.900","16.500","0.990","990.000","","0.000","-99.000","-99.000","-99.000","17.600","","16.400",""
"C0K470","2020-02-28 04:00:00","97.000","0.000","0.000","17.200","0.990","1006.100","","0.000","-99.000","-99.000","-99.000","17.300","","16.400",""
"C0R720","2020-02-28 04:00:00","214.000","15.000","5.800","20.400","0.880","993.700","","0.000","11.200","16.000","","20.800","","20.300",""
"C0V650","2020-02-28 04:00:00","28.000","55.000","2.700","19.400","0.900","1016.000","","0.000","-99.000","-99.000","-99.000","21.200","","19.400",""
"C0H9C0","2020-02-28 04:00:00","3402.000","269.000","1.600","2.500","0.240","677.100","","0.000","-99.000","-99.000","-99.000","3.400","","1.100",""
"C0U780","2020-02-28 04:00:00","15.000","217.000","1.000","18.100","0.990","1017.400","","1.500","-99.000","-99.000","-99.000","18.400","","17.700",""
"C0U760","2020-02-28 04:00:00","22.000","0.000","0.000","18.300","0.990","1017.900","","1.000","-99.000","-99.000","-99.000","18.900","","18.200",""
"C0X290","2020-02-28 04:00:00","10.000","10.000","1.700","19.400","0.860","1016.400","","0.000","-99.000","-99.000","-99.000","20.100","","19.400",""
"C0E830","2020-02-28 04:00:00","37.000","59.000","2.000","18.400","0.850","1013.200","","0.000","-99.000","-99.000","-99.000","18.700","","18.200",""
"C0K330","2020-02-28 04:00:00","38.000","122.000","0.700","18.400","0.940","1012.800","","0.000","-99.000","-99.000","-99.000","18.400","","18.000",""
"C0M660","2020-02-28 04:00:00","40.000","51.000","1.000","18.400","0.910","1013.500","","0.000","-99.000","-99.000","-99.000","18.500","","18.200",""
"C0D580","2020-02-28 04:00:00","120.000","0.000","0.000","16.800","0.940","1004.200","","0.000","-99.000","-99.000","-99.000","16.800","","16.300",""
"C0R640","2020-02-28 04:00:00","21.000","28.000","0.700","21.300","0.890","1015.900","","0.000","-99.000","-99.000","-99.000","22.500","","21.300",""
"C0E810","2020-02-28 04:00:00","53.000","0.000","0.000","17.800","0.950","1012.200","","0.000","-99.000","-99.000","-99.000","18.200","","17.800",""
"C0G830","2020-02-28 04:00:00","27.000","60.000","1.100","18.100","0.990","1012.800","","0.000","-99.000","-99.000","-99.000","18.500","","17.900",""
"C0A550","2020-02-28 04:00:00","422.000","0.000","0.000","17.400","1.000","970.600","","2.000","-99.000","-99.000","-99.000","17.600","","16.900",""
"C0G750","2020-02-28 04:00:00","31.000","72.000","0.600","18.400","0.880","1014.900","","0.000","-99.000","-99.000","-99.000","18.400","","17.900",""
"C0Z270","2020-02-28 04:00:00","343.000","0.000","0.000","17.000","0.910","980.200","","0.000","-99.000","-99.000","-99.000","17.700","","16.600",""
"C0UA30","2020-02-28 04:00:00","1397.000","234.000","1.100","11.100","1.000","864.400","","0.000","-99.000","-99.000","-99.000","11.100","","10.500",""
"C0I080","2020-02-28 04:00:00","536.000","0.000","0.000","14.700","0.850","959.700","","0.000","-99.000","-99.000","-99.000","15.700","","14.700",""
"C0UA00","2020-02-28 04:00:00","392.000","201.000","0.700","14.400","0.940","974.800","","0.000","-99.000","-99.000","-99.000","15.200","","14.200",""
"C0AD40","2020-02-28 04:00:00","32.000","53.000","0.400","19.600","0.880","1014.000","","0.000","-99.000","-99.000","-99.000","19.800","","19.400",""
"C0G900","2020-02-28 04:00:00","20.000","66.000","1.400","18.900","0.900","1014.100","","0.000","-99.000","-99.000","-99.000","19.900","","18.900",""
"C0S660","2020-02-28 04:00:00","794.000","223.000","1.200","13.500","0.920","932.000","","0.000","-99.000","-99.000","-99.000","14.800","","13.300",""
"C0M640","2020-02-28 04:00:00","155.000","0.000","0.000","18.500","0.990","999.200","","0.000","-99.000","-99.000","-99.000","18.500","","18.000",""
"C0R660","2020-02-28 04:00:00","20.000","72.000","1.100","20.300","0.920","1015.900","","0.000","-99.000","-99.000","-99.000","21.900","","20.300",""
"C0UA10","2020-02-28 04:00:00","1711.000","327.000","1.300","8.500","1.000","835.400","","0.500","-99.000","-99.000","-99.000","9.200","","8.200",""
"C0V770","2020-02-28 04:00:00","26.000","21.000","1.000","19.300","0.870","1014.300","","0.000","-99.000","-99.000","-99.000","21.000","","19.300",""
"C0E730","2020-02-28 04:00:00","26.000","155.000","0.400","18.500","0.850","1013.700","","0.000","-99.000","-99.000","-99.000","19.200","","18.300",""
"C0V810","2020-02-28 04:00:00","32.000","43.000","1.200","19.900","-99.000","1012.700","","0.000","-99.000","-99.000","-99.000","21.100","","19.800",""
"C0A9C0","2020-02-28 04:00:00","35.000","77.000","2.200","21.300","0.810","1014.200","","0.000","8.400","13.000","","21.300","","20.500",""
"C0X310","2020-02-28 04:00:00","9.000","18.000","3.500","19.600","0.830","1017.200","","0.000","-99.000","-99.000","-99.000","20.300","","19.600",""
"C0K280","2020-02-28 04:00:00","23.000","45.000","0.800","17.400","0.950","1017.100","","0.000","-99.000","-99.000","-99.000","18.700","","17.400",""
"C0M650","2020-02-28 04:00:00","20.000","17.000","0.500","18.000","0.900","1015.600","","0.000","-99.000","-99.000","-99.000","18.900","","18.000",""
"C0S910","2020-02-28 04:00:00","212.000","265.000","0.500","21.500","0.990","995.100","","0.000","5.600","138.000","","21.500","","21.100",""
"C0D570","2020-02-28 04:00:00","15.000","0.000","0.000","18.300","0.970","1016.600","","0.000","-99.000","-99.000","-99.000","18.400","","18.100",""
"C0M710","2020-02-28 04:00:00","15.000","8.000","0.900","18.700","0.860","1016.100","","0.000","-99.000","-99.000","-99.000","19.300","","18.700",""
"C0V490","2020-02-28 04:00:00","20.000","1.000","2.000","20.600","0.990","1015.200","","0.000","-99.000","-99.000","-99.000","22.000","","20.600",""
"C0E870","2020-02-28 04:00:00","34.000","0.000","0.000","18.500","0.950","1015.800","","0.000","-99.000","-99.000","-99.000","18.900","","18.500",""
"C0M800","2020-02-28 04:00:00","440.000","0.000","0.000","17.500","0.850","967.900","","0.000","-99.000","-99.000","-99.000","19.700","","17.500",""
"C0A570","2020-02-28 04:00:00","360.000","0.000","0.200","16.800","0.990","976.800","","0.000","-99.000","-99.000","-99.000","17.000","","16.600",""
"C0S790","2020-02-28 04:00:00","236.000","347.000","0.700","18.100","0.880","993.600","","0.000","-99.000","-99.000","-99.000","19.400","","18.100",""
"C0D590","2020-02-28 04:00:00","143.000","47.000","1.700","17.700","0.960","1002.600","","0.000","-99.000","-99.000","-99.000","17.700","","17.100",""
"C0U990","2020-02-28 04:00:00","31.000","0.000","0.200","18.400","1.000","1015.900","","2.500","-99.000","-99.000","-99.000","18.700","","18.300",""
"C0M700","2020-02-28 04:00:00","150.000","0.000","0.000","18.500","0.960","1000.700","","0.000","-99.000","-99.000","-99.000","18.700","","18.100",""
"C0A970","2020-02-28 04:00:00","96.000","131.000","4.500","18.900","0.990","1008.000","","2.500","-99.000","-99.000","-99.000","19.500","","18.800",""
"CM0110","2020-02-28 04:00:00","7.000","39.000","1.000","18.700","0.800","1017.100","","-99.000","-99.000","-99.000","-99.000","19.200","","18.600",""
"C0S940","2020-02-28 04:00:00","150.000","0.000","0.000","19.200","0.940","1001.800","","0.000","-99.000","-99.000","-99.000","20.300","","19.200",""
"C0X250","2020-02-28 04:00:00","33.000","25.000","0.600","18.500","0.930","1013.700","","0.000","-99.000","-99.000","-99.000","19.200","","18.400",""
"C0K520","2020-02-28 04:00:00","10.000","49.000","1.300","18.200","0.890","1015.400","","0.000","-99.000","-99.000","-99.000","18.900","","18.200",""
"C0Z200","2020-02-28 04:00:00","153.000","269.000","0.400","15.600","0.990","1002.500","","0.000","-99.000","-99.000","-99.000","17.800","","15.600",""
"C0V740","2020-02-28 04:00:00","60.000","297.000","0.400","19.400","0.990","1011.500","","0.000","-99.000","-99.000","-99.000","20.500","","19.300",""
"C0V790","2020-02-28 04:00:00","410.000","16.000","1.400","18.300","0.860","969.800","","0.000","-99.000","-99.000","-99.000","19.900","","18.300",""
"C0G860","2020-02-28 04:00:00","45.000","211.000","0.700","19.200","0.900","1011.200","","0.000","-99.000","-99.000","-99.000","19.300","","18.900",""
"C0F0A0","2020-02-28 04:00:00","3587.000","192.000","3.800","4.900","0.100","663.900","","0.000","9.400","186.000","","5.000","","-1.800",""
"C0Z250","2020-02-28 04:00:00","1124.000","222.000","0.600","11.800","0.990","894.300","","0.000","-99.000","-99.000","-99.000","12.700","","11.700",""
"C0K440","2020-02-28 04:00:00","35.000","77.000","0.600","18.400","0.990","1013.700","","0.000","-99.000","-99.000","-99.000","18.400","","17.700",""
"C0T900","2020-02-28 04:00:00","160.000","276.000","0.800","16.700","0.850","999.100","","0.000","-99.000","-99.000","-99.000","17.600","","15.700",""
"C0F9V0","2020-02-28 04:00:00","525.000","148.000","2.100","17.100","0.910","957.900","","0.000","-99.000","-99.000","-99.000","17.100","","16.100",""
"C0UA20","2020-02-28 04:00:00","2619.000","202.000","1.100","5.300","0.720","-99.000","","0.000","-99.000","-99.000","-99.000","6.400","","4.500",""
"C0M850","2020-02-28 04:00:00","695.000","0.000","0.000","16.200","0.990","938.200","","0.000","-99.000","-99.000","-99.000","17.700","","16.100",""
"C0C620","2020-02-28 04:00:00","19.000","11.000","3.200","19.200","0.950","1014.300","","0.000","-99.000","-99.000","-99.000","19.400","","18.700",""
"C0I360","2020-02-28 04:00:00","300.000","58.000","0.500","17.300","0.890","982.300","","0.000","-99.000","-99.000","-99.000","18.400","","17.300",""
"C0M810","2020-02-28 04:00:00","1354.000","182.000","0.400","13.100","0.750","868.800","","0.000","-99.000","-99.000","-99.000","14.100","","11.800",""
"C0AC80","2020-02-28 04:00:00","40.000","66.000","2.800","19.600","0.910","1012.700","","0.000","-99.000","-99.000","-99.000","19.700","","19.100",""
"CM0140","2020-02-28 04:00:00","26.000","49.000","0.800","20.800","0.810","1016.800","","0.000","-99.000","-99.000","-99.000","22.300","","20.800",""
"C0SA20","2020-02-28 04:00:00","857.000","349.000","2.000","14.300","1.000","923.100","","0.000","-99.000","-99.000","-99.000","15.000","","14.200",""
"C0K490","2020-02-28 04:00:00","91.000","70.000","0.300","18.400","0.900","1006.700","","0.000","-99.000","-99.000","-99.000","18.700","","18.100",""
"C0V820","2020-02-28 04:00:00","441.000","52.000","0.700","18.000","0.920","969.300","","0.000","-99.000","-99.000","-99.000","19.900","","18.000",""
"C0S810","2020-02-28 04:00:00","65.000","337.000","2.100","19.000","0.900","1014.300","","0.000","-99.000","-99.000","-99.000","20.000","","19.000",""
"C0R580","2020-02-28 04:00:00","10.000","354.000","0.400","20.100","0.940","1016.300","","0.000","-99.000","-99.000","-99.000","21.800","","20.000",""
"C0Z330","2020-02-28 04:00:00","488.000","0.000","0.000","16.400","0.880","965.500","","0.000","-99.000","-99.000","-99.000","16.400","","15.900",""
"C0E590","2020-02-28 04:00:00","40.000","59.000","1.100","17.800","0.930","1012.200","","0.000","-99.000","-99.000","-99.000","18.100","","17.300",""
"C0D540","2020-02-28 04:00:00","227.000","184.000","0.400","15.600","0.940","992.800","","0.000","-99.000","-99.000","-99.000","16.000","","14.900",""
"C0K420","2020-02-28 04:00:00","42.000","110.000","0.400","18.100","0.890","1012.600","","0.000","-99.000","-99.000","-99.000","18.100","","17.700",""
"C0Z180","2020-02-28 04:00:00","34.000","233.000","1.400","18.500","0.890","1014.900","","0.000","-99.000","-99.000","-99.000","19.300","","18.500",""
"C0AD10","2020-02-28 04:00:00","27.000","17.000","1.000","18.900","0.980","1014.400","","0.000","-99.000","-99.000","-99.000","19.200","","18.800",""
"C0M720","2020-02-28 04:00:00","225.000","116.000","0.600","18.200","0.910","991.200","","0.000","-99.000","-99.000","-99.000","18.400","","17.300",""
"C0V450","2020-02-28 04:00:00","51.000","5.000","1.200","19.900","0.990","1011.200","","0.000","-99.000","-99.000","-99.000","21.500","","19.900",""
"C0R280","2020-02-28 04:00:00","242.000","64.000","1.600","20.000","0.940","990.600","","0.000","-99.000","-99.000","-99.000","20.100","","19.100",""
"C0E610","2020-02-28 04:00:00","850.000","0.000","0.000","15.100","0.780","922.700","","0.000","-99.000","-99.000","-99.000","16.400","","14.500",""
"C0V610","2020-02-28 04:00:00","22.000","41.000","1.600","19.400","0.890","1014.700","","0.000","-99.000","-99.000","-99.000","20.900","","19.400",""
"C0Z310","2020-02-28 04:00:00","59.000","317.000","0.600","18.400","0.990","1012.700","","0.500","-99.000","-99.000","-99.000","19.100","","18.300",""
"C0S700","2020-02-28 04:00:00","507.000","0.000","0.100","16.600","0.930","962.800","","0.000","-99.000","-99.000","-99.000","17.800","","16.300",""
"C0T9G0","2020-02-28 04:00:00","605.000","0.000","0.000","16.300","1.000","952.300","","0.000","-99.000","-99.000","-99.000","16.600","","15.900",""
"C0U520","2020-02-28 04:00:00","517.000","224.000","0.300","15.500","0.990","962.200","","3.000","-99.000","-99.000","-99.000","15.900","","15.500",""
"C0E750","2020-02-28 04:00:00","62.000","109.000","0.700","18.600","0.840","1009.100","","0.000","-99.000","-99.000","-99.000","19.000","","18.500",""
"C0G660","2020-02-28 04:00:00","27.000","130.000","1.000","18.600","0.910","1015.600","","0.000","-99.000","-99.000","-99.000","19.100","","18.000",""
"C0W140","2020-02-28 04:00:00","21.000","71.000","1.200","16.400","0.740","1018.500","","0.000","-99.000","-99.000","-99.000","16.600","","16.400",""
"C0U720","2020-02-28 04:00:00","1260.000","250.000","1.300","11.500","1.000","890.900","","0.000","-99.000","-99.000","-99.000","11.600","","11.100",""
"C0R690","2020-02-28 04:00:00","248.000","41.000","1.100","19.800","0.940","988.900","","0.000","-99.000","-99.000","-99.000","20.000","","19.700",""
"C0X150","2020-02-28 04:00:00","18.000","13.000","1.000","18.900","0.910","1017.000","","0.000","-99.000","-99.000","-99.000","19.700","","18.900",""
"C0Z050","2020-02-28 04:00:00","830.000","309.000","0.500","13.700","0.920","927.800","","0.000","-99.000","-99.000","-99.000","14.700","","13.600",""
"C0I490","2020-02-28 04:00:00","1601.000","162.000","1.300","12.500","0.690","844.700","","0.000","-99.000","-99.000","-99.000","13.700","","11.900",""
"C0I090","2020-02-28 04:00:00","910.000","175.000","0.900","14.500","0.920","916.000","","0.000","-99.000","-99.000","-99.000","15.500","","14.400",""
"C0X240","2020-02-28 04:00:00","394.000","178.000","0.700","16.200","0.970","973.000","","0.000","-99.000","-99.000","-99.000","17.300","","16.100",""
"C0S990","2020-02-28 04:00:00","409.000","28.000","3.400","18.300","0.880","972.500","","0.000","-99.000","-99.000","-99.000","19.000","","18.300",""
"C0E850","2020-02-28 04:00:00","104.000","108.000","0.300","16.800","0.920","1005.500","","0.000","-99.000","-99.000","-99.000","17.200","","16.600",""
"C0T9B0","2020-02-28 04:00:00","558.000","272.000","1.300","16.600","0.880","956.400","","0.000","-99.000","-99.000","-99.000","17.100","","16.000",""
"C0G650","2020-02-28 04:00:00","34.000","0.000","0.000","18.900","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","19.000","","18.400",""
"C0K580","2020-02-28 04:00:00","26.000","77.000","0.400","18.300","0.990","1015.900","","0.000","-99.000","-99.000","-99.000","18.400","","18.000",""
"C0X050","2020-02-28 04:00:00","25.000","0.000","0.000","18.200","0.990","1013.500","","0.000","-99.000","-99.000","-99.000","19.900","","18.200",""
"CM0100","2020-02-28 04:00:00","25.000","44.000","2.000","19.100","0.830","1015.100","","0.000","-99.000","-99.000","-99.000","19.300","","18.900",""
"C0AC70","2020-02-28 04:00:00","71.000","100.000","1.100","19.200","0.970","1009.500","","0.000","-99.000","-99.000","-99.000","19.300","","18.500",""
"CM0130","2020-02-28 04:00:00","11.000","10.000","2.700","20.100","0.780","1017.000","","0.000","-99.000","-99.000","-99.000","20.800","","20.100",""
"C0W110","2020-02-28 04:00:00","16.000","-99.000","-99.000","12.800","0.830","1019.300","","0.000","-99.000","-99.000","-99.000","12.900","","12.400",""
"C0R670","2020-02-28 04:00:00","26.000","98.000","2.100","22.400","0.730","1015.500","","0.000","-99.000","-99.000","-99.000","23.000","","22.400",""
"C0X120","2020-02-28 04:00:00","28.000","358.000","1.000","19.000","0.900","1015.500","","0.000","-99.000","-99.000","-99.000","19.500","","19.000",""
"C0R100","2020-02-28 04:00:00","1006.000","293.000","0.700","13.300","0.960","906.100","","0.000","-99.000","-99.000","-99.000","14.100","","13.300",""
"C0C700","2020-02-28 04:00:00","151.000","321.000","0.400","18.100","0.930","1000.800","","0.000","-99.000","-99.000","-99.000","19.200","","18.100",""
"C0W130","2020-02-28 04:00:00","18.000","10.000","4.600","19.600","0.830","1015.100","","0.000","11.600","10.000","","20.100","","19.600",""
"C0F9R0","2020-02-28 04:00:00","20.000","0.000","0.000","18.500","1.000","1016.300","","0.000","-99.000","-99.000","-99.000","18.600","","18.200",""
"C0V660","2020-02-28 04:00:00","25.000","49.000","1.600","19.400","0.900","1015.600","","0.000","-99.000","-99.000","-99.000","21.100","","19.400",""
"C0G780","2020-02-28 04:00:00","27.000","66.000","1.100","18.900","0.880","1014.000","","0.000","-99.000","-99.000","-99.000","19.000","","18.600",""
"C0C590","2020-02-28 04:00:00","72.000","28.000","2.700","18.100","0.920","1008.900","","0.000","-99.000","-99.000","-99.000","18.100","","17.600",""
"C0I520","2020-02-28 04:00:00","3860.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M790","2020-02-28 04:00:00","15.000","58.000","0.500","18.400","0.870","1014.700","","0.000","-99.000","-99.000","-99.000","18.600","","18.300",""
"C0R130","2020-02-28 04:00:00","1040.000","75.000","1.100","15.000","0.850","900.100","","0.000","-99.000","-99.000","-99.000","16.900","","15.000",""
